"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42701255","10.1021/jacs.6c01403","Biomolecular Condensates Dictate the Folding Landscape of Protein Alpha-Helices.","Hess, Nathaniel; Joseph, Jerelle A","Journal of the American Chemical Society","2026-09-02","https://pubmed.ncbi.nlm.nih.gov/42701255/","Protein structure is exquisitely sensitive to the surrounding chemical environment, and many proteins encounter complex environments within cells. Importantly, numerous proteins organize into biomolecular condensates horizontal line dense macromolecular assemblies with distinct physicochemical properties. This raises a fundamental question: how do condensates reshape protein structure and dynamics? Here, we investigate how protein folding landscapes are altered inside condensates, using the protein alpha-helix as a model folded domain. Atomistic simulations suggest the helix-coil transition within condensates differs markedly from its behavior in dilute solution or in the presence of inert crowders. We then use Bayesian optimization to develop a chemically specific, residue-resolution model for quantification of alpha-helical folding and apply it to characterize diverse helices, including alpha-helical domains from the disease-associated proteins TDP-43, Annexin A11, and Androgen Receptor, within condensates of varying physicochemical properties. Our results support a framework in which multivalent interactions drive unfolding while crowding promotes folding, and alpha-helix conformational ensembles inside condensates emerge from this balance. Additionally, we show that helix folding transitions are kinetically frustrated inside condensates because they are coupled to the time scale of contact rearrangement with co-condensate proteins. As such, alpha-helix folding landscapes within condensates are dually sequence-dependent, informed by both the sequence of the alpha-helical domain and co-condensate proteins. Together, our work has implications for understanding condensate-mediated proteinopathies, targeting aberrant condensates, and designing condensates to program protein function across scales."
"pubmed","42696573","10.1126/sciadv.aeg3201","Reconstitution of multistep recruitment of ULK1 to membranes in autophagy.","Duan, Yongjia; Lu, Ye; Paul, Sanjoy; Betz, Johannes; Wilhelm, Lea P; Cook, Annan S I; Ren, Xuefeng; Adriaenssens, Elias; Martens, Sascha; Ganley, Ian G; Hummer, Gerhard; Hurley, James H","Science advances","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696573/","The human Unc51-like kinase 1 (ULK1) autophagy-initiating complex consists of ULK1, FIP200, and the Hop/Rev7/Mad2 (HORMA) domain heterodimer ATG13:ATG101. Phosphatidylinositol 3-phosphate (PI3P) is essential to recruit ULK1 complex (ULK1C) to membranes for ULK1, but ULK1C subunits do not contain PI3P-binding domains. Here, we show that the ATG13:ATG101 dimer forms a complex with the PI3P-binding protein WD40 interacting with phosphoinositide protein 3 (WIPI3), as well as WIPI2. Bound to WIPI2 and WIPI3, ATG13:ATG101 inserts its Trp-Phe (WF) finger into the membrane. Molecular dynamics simulations show that WIPIs and the WF finger cooperatively stabilize the complex on membranes. Biochemical reconstitution and cell-based assays show that WIPI3:ATG13 engagement promotes ATG16L1 phosphorylation, autophagy, and mitophagy. A kinase domain (KD)-proximal Pro-Val-Pro (PVP) motif in the ULK1 intrinsically disordered region docks onto the ATG13:ATG101 HORMA dimer brings the ULK1 KD close to the membrane. The PVP motif is essential for in vitro ULK1 phosphorylation of ATG16L1 and important for autophagy and mitophagy. These data establish a stepwise pathway for recruitment of the ULK1 KD to the vicinity of the membrane surface."
"pubmed","42687071","10.1007/s11095-026-04186-1","Transnasal Administration of Surfactant Aerosol to the Lungs of Infants Using Direct Interfaces - Lessons Learned from Computational Fluid Dynamics.","Jubaer, Hasan; Farkas, Dale; Dalton, Caleb; Momin, Mohammad A M; Hindle, Michael; Longest, Worth","Pharmaceutical research","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42687071/","PURPOSE: Direct-to-infant (D2I) transnasal aerosol surfactant therapy (AST) offers a promising non-invasive alternative for treating neonatal respiratory distress syndrome (RDS). However, achieving high lung delivery efficiency with dry powder inhalers (DPIs) requires careful optimization of complex fluid-particle interactions. This study used computational fluid dynamics (CFD) to optimize an Infant Air‑Jet Dry Powder Aerosol Delivery System (iDP‑ADS) and derive transferable design principles. METHODS: A CFD model of the iDP‑ADS coupled to a 31‑week preterm nose‑throat geometry was validated against in vitro measurements. Sensitivity analyses evaluated modeling assumptions (steady‑state vs. transient, monodisperse vs. polydisperse) and critical design parameters influencing aerosol delivery, such as upstream air volume, interface geometry, temporal aerosol emission profiles, and actuation flow rates. RESULTS: The CFD model demonstrated strong in vitro agreement (2.8% mean absolute difference). Regarding modeling: standard simplifications, particularly steady-state approximations, overpredicted lung transmission (~24%), establishing the necessity of high-fidelity transient simulations with polydisperse aerosols. Regarding aerosol delivery: integrating an upstream air volume created ""hydrodynamic shielding,"" reducing relative interface losses by up to 50%. A 10 mm diffusive path length and 20 degrees  (inward and downward) prong alignment balanced jet dissipation while minimizing nasal deposition. Front-loading of aerosol emission prevented entrapment of 10-14% of the dose in anatomical dead space. An optimal system-specific actuation flow rate of 3 L/min achieved ~53.5% aerosol lung transmission, balancing aerosolization efficiency against turbulence-driven transport losses. CONCLUSIONS: High-efficiency transnasal AST requires balancing often competing aerosol generation physics, transport behavior, and clinical constraints. This study highlights CFD as a vital design tool, providing key lessons to inform future modeling and practical interface development."
"pubmed","42680104","10.1016/j.mcpro.2026.101651","Multicomplex Integrative Structural Modeling of a Human Histone Deacetylase Interactome.","Nde, Jules; Majila, Kartik; Zimmermann, Rosalyn C; Kempf, Cassandra; Zhang, Ying; Cesare, Joseph; Thornton, Janet L; Workman, Jerry L; Florens, Laurence; Viswanath, Shruthi; Washburn, Michael P","Molecular & cellular proteomics : MCP","2026-09-01","https://pubmed.ncbi.nlm.nih.gov/42680104/","Histone Deacetylase (HDAC) 1 and 2 are key enzymatic components in multiple large chromatin remodeling complexes including NuRD, SIN3, and CoREST. In addition, both HDAC 1 and 2 contain a large intrinsically disordered region (IDR) within their C-terminal domain (CTD). How HDAC1/2 assemble into these complexes and the structure of the CTD IDR remains poorly understood. Here, we used HDAC1/2 to isolate their protein interaction networks from cells and used crosslinking mass spectrometry (XL-MS) coupled with the Integrative Modeling Platform to build structural models of the NuRD, SIN3A, and CoREST complexes. Next, we implemented an AlphaFold-enabled XL-MS constrained modeling approach to investigate how HDAC1 could assemble into these complexes. We show that the CTD IDR of HDAC1 folds into alpha helices in these complexes. Finally, we built a complete integrative structural model of a NuRD subcomplex including the abundant HDAC1:MBD3:MTA1:GATAD2B:RBBP4 subunits, which included 6 IDRs. The approaches used herein are broadly applicable for the study of protein complexes and protein interaction networks that can provide important insights into IDRs."
"pubmed","42679927","10.1016/j.cstres.2026.100210","The Epichaperome Matrix Theory: A Systems-Level Model of Active Molecular Organization.","Shevtsov, Maxim","Cell stress & chaperones","2026-09-01","https://pubmed.ncbi.nlm.nih.gov/42679927/","BACKGROUND: Epichaperomes are stable, stress-induced supramolecular assemblies formed through extensive integration of molecular chaperones, co-chaperones, signaling proteins, and client proteins. Although increasing evidence indicates that epichaperomes act as organizational hubs that coordinate proteostasis and signaling networks in cancer, neurodegenerative disorders, and chronic inflammatory diseases, their potential physical roles in cellular organization remain largely unexplored. RESULTS: Here, the Epichaperome Matrix Theory, a systems-level theoretical framework that conceptualizes the epichaperome as a dynamic, nonequilibrium biomolecular matrix possessing emergent transport-regulatory properties is proposed. In this model, epichaperome assemblies generate heterogeneous electrostatic landscapes through the collective distribution of charged amino acid residues, phosphorylation-dependent charge accumulation, ATP-driven conformational dynamics, and high-order network connectivity. By integrating principles from Poisson-Boltzmann electrostatics, Nernst-Planck transport theory, active matter physics, percolation theory, graph theory, biomolecular condensate thermodynamics, and porous hydrogel transport models, a mathematical description in which epichaperomes function as adaptive organizational scaffolds capable of influencing molecular flux, signaling efficiency, and spatial coordination within cells is developed. This framework is further extended through the Transcellular Epichaperome Continuum Hypothesis, proposing that intracellular epichaperomes may be functionally coupled to plasma membrane-associated and extracellular epichaperome assemblies, forming a multiscale organizational network spanning individual cells, tissues, and organ systems. In this extended model, membrane-bound epichaperomes act as coupling interfaces between intracellular and extracellular compartments, while secreted chaperones, extracellular vesicles, and extracellular protein assemblies contribute to intercellular connectivity. Mathematical analysis predicts the emergence of percolating transport networks, electrostatic coupling domains, synchronized conformational dynamics, and stress-responsive communication pathways when epichaperome connectivity exceeds critical thresholds. CONCLUSIONS: The proposed framework suggests that epichaperomes may represent more than stress-associated protein interaction networks and could function as dynamic organizational matrices integrating molecular organization, signaling, and adaptive responses across multiple biological scales. Although the theory remains speculative and currently lacks direct experimental validation, it generates testable predictions regarding membrane-associated epichaperomes, extracellular epichaperome assemblies, electrostatic organization, and intercellular transport behaviors. By providing a unified theoretical foundation linking stress biology, chaperone networks, systems biology, and biophysics, this work expands the conceptual landscape of epichaperome research and identifies new directions for investigating the role of higher-order chaperome organization in health and disease."
"pubmed","42599200","10.1093/bioinformatics/btag611","Hierarchical discrete representations for coarse-to-fine protein conformation generation.","On, SeokJun; Jeong, Yujin; Kim, Kang-Hyeon; Kang, Kyungheon; Kim, Eun-Sol","Bioinformatics (Oxford, England)","2026-08-31","https://pubmed.ncbi.nlm.nih.gov/42599200/","MOTIVATION: Protein conformation generation remains a fundamental challenge in structural biology and machine learning. Proteins are highly dynamic macromolecules, and their functions are governed not only by static 3D structures but also by their conformational flexibility. Therefore, generating a diverse ensemble of physically plausible structures is crucial for modeling conformational heterogeneity, characterizing intrinsically disordered proteins (IDPs), and supporting structure-based drug discovery. However, existing generative models often operate in continuous coordinate space. This approach makes it difficult to impose structural priors or handle complex, long-range dependencies, frequently leading to a significant trade-off where models must sacrifice structural validity to ensure conformational diversity. RESULTS: To overcome these limitations, we propose a novel approach that learns hierarchical discrete representations of protein structures using vector quantization. Inspired by the success of VQ-VAE models in vision, we discretize residue-level structural contexts into learnable codebooks at multiple levels of granularity. Our framework first constructs a coarse-grained scaffold that captures global topology and secondary structures, and subsequently conditions on this scaffold to progressively refine the fine-grained local geometry. This coarse-to-fine generation mechanism enables both efficient sampling and highly accurate reconstruction. Through extensive experiments, we demonstrate that our method outperforms state-of-the-art models such as ESMDiff across challenging benchmark datasets, including BPTI MD trajectories and conformational-changing pairs (apo/holo and fold-switch). Our model mitigates the trade-off between conformational diversity and structural validity, generating realistic ensembles while providing interpretable and scalable representations of protein geometry. Ultimately, this work offers a powerful new paradigm for flexible biomolecular modeling. AVAILABILITY AND IMPLEMENTATION: The code is available at https://github.com/vanha9/hierarchical_conformation_generation. Archived at https://zenodo.org/records/21817083."
"pubmed","42554470","10.1128/spectrum.00724-26","Short linear motifs-underexplored players driving Toxoplasma gondii infection.","Alvarado Valverde, Jesus; Lapouge, Karine; Boergel, Arne; Remans, Kim; Luck, Katja; Gibson, Toby J","Microbiology spectrum","2026-09","https://pubmed.ncbi.nlm.nih.gov/42554470/","Pathogens infect hosts by interacting with host proteins and exploiting their functions to their advantage. Short linear motifs, small functional regions within intrinsically disordered protein regions, are common mediators of host-pathogen protein interactions. While motifs have been more extensively studied in viruses and bacteria, the extent to which eukaryotic unicellular parasites use motifs during infection remains poorly explored. Toxoplasma gondii is a widespread intracellular apicomplexan parasite capable of infecting all warm-blooded animals and invading any of their nucleated cells. Toxoplasma's secreted proteins are key in interacting with host proteins during infection, making them potential sources for motifs. To study the role of motifs in Toxoplasma gondii infection, we curated 19 known motif instances in Toxoplasma proteins from the scientific literature. To identify more motifs in Toxoplasma-secreted proteins, we developed a computational pipeline that predicts and annotates putative motif matches with structural and functional features. Using this approach, we identified 24,097 motif matches within 295 proteins from secretory organelles. We highlight strategies to further prioritize likely functional motif matches by focusing on integrin motifs, degrons, TRAF6-binding motifs, and 42 confirmed secreted proteins. We subjected peptides containing four predicted TRAF6-binding motifs to experimental validation, supporting the predicted motifs in the Toxoplasma proteins RON10 and GRA15. Our motif predictions provide a valuable resource for generating hypotheses and designing experiments to study infection mechanisms. The characterization of motifs in Toxoplasma will be key to understanding the molecular principles underlying its broad host range and more comprehensive apicomplexan infection strategies.IMPORTANCEToxoplasma gondii is a widely distributed intracellular parasite that achieves successful infection by interacting with different host cell proteins. Short linear motifs are small functional modules found in unstructured protein regions and recognized by folded protein domains. Given that unstructured protein regions are a common feature of Toxoplasma's proteins, we hypothesize that motifs play important roles during its infection cycle. Here, we highlight the role of motifs during the Toxoplasma host cell invasion cycle through a curated set of motif examples. Through a computational pipeline, we predict thousands of motifs in secreted proteins, outline strategies for working with these predictions, and finally experimentally test peptides containing a motif involved in the innate immune response, successfully supporting the potential binding of two motifs. Our work provides a resource for further motif testing in Toxoplasma proteins, aiming at understanding the molecular mechanisms of the organism's infection strategies and its broad host range."
"pubmed","42549985","10.1002/bip.70120","Inherent alpha-Helix Around Tyrosine 183 in the Intrinsically Disordered Tail of the Multi-Site Docking Platform Gab1.","Dietrich, Anne; Lewitzky, Marc; Gruber, Tobias; Balbach, Jochen; Feller, Stephan M; Weininger, Ulrich","Biopolymers","2026-09","https://pubmed.ncbi.nlm.nih.gov/42549985/","The biological function of intrinsically disordered proteins is frequently coupled to short linear motifs, which serve as protein binding sites. This goes often hand in hand with local transient structural element formation. The intrinsically disordered C-terminal region of the multi-site docking protein Grb2-associated binder 1 (Gab1) contains several well-characterized phosphotyrosine pairs, whereas the Tyr162 and Tyr183 epitopes have remained practically unstudied. Here, we combine computational prediction, circular dichroism and high-resolution NMR spectroscopy (chemical shift and relaxation analyses) to structurally characterize a Gab1 fragment containing residues 142-203. The here determined NMR structure shows an alpha-helix for residues Pro180 to Ile187, with Tyr183 positioned centrally, while all other parts of the fragment, including the region around Tyr162, are disordered. This helical conformation is maintained upon changes in pH, variation of peptide lengths and phosphorylation status. The inherent helix around Tyr183 distinguishes the local structural environment of Tyr162 and Tyr183 within the intrinsically disordered Gab1 tail and provides a structural framework for future studies on interaction partners and potential functional roles of this structural motif."
"pubmed","42464491","10.1016/j.bpj.2026.07.018","Chain collapse, reduced dielectric, and water release drive protein phase separation.","Perets, Ethan A; Spies, Jacob A; Cheong, Justin H; Shi, Lixue; Asamoto, DeeAnn K; Holehouse, Alex S; Kim, Judy E; Min, Wei; Neu, Jens; Yan, Elsa C Y","Biophysical journal","2026-09-01","https://pubmed.ncbi.nlm.nih.gov/42464491/","Biomolecular condensates represent unique microenvironments that organize intracellular biology and promote biochemical reactions. However, the biomolecular interactions driving condensate phase separation are often weak, transient, and heterogeneous. Investigating the structural biology and chemical properties of condensate interiors has therefore proven experimentally challenging, often requiring the use of perturbative probes. To overcome this challenge, we combine label-free optical scattering and vibrational spectroscopy approaches spanning ultraviolet, visible, mid-infrared, and terahertz wavelengths with deep-learning-based ensemble prediction of intrinsically disordered protein conformations. This suite of label-free approaches provides quantitative insights into protein-protein/protein-solvent interactions and the chemical properties of condensate interiors. Investigating the N-terminal domain of the RNA DEAD-box helicase 4, our experimental and computational results support a model of phase separation involving protein chain collapse, reduced dielectric, and water release. These molecular events are expected to enhance the strength of multivalent protein-protein interactions within condensates, creating a positive-feedback loop important for condensate growth and phase separation."
"pubmed","42437078","10.1016/j.bbrep.2026.102706","Beyond the structure-function paradigm: A comprehensive review of intrinsically disordered proteins.","Harake, Sami N Al; Btadini, Said; Qadri, Abrar H; Harb, Frederic; Faheem, Iqball","Biochemistry and biophysics reports","2026-09","https://pubmed.ncbi.nlm.nih.gov/42437078/","Intrinsically disordered proteins (IDPs) and regions (IDRs) challenge the classical structure-function paradigm by fulfilling essential biological roles in the absence of a stable three-dimensional fold. Rather than occupying fixed conformations, IDPs exist as dynamic ensembles that enable high-specificity, low-affinity interactions, multivalent regulatory functions, and context-dependent binding across diverse cellular environments. This conformational plasticity underlies their central roles in signaling, transcriptional regulation, chromatin organization, and the assembly of membrane-less organelles through liquid-liquid phase separation (LLPS). The present review offers several conceptual contributions. First, we develop a cross-kingdom synthesis of disorder-based chromatin regulation, demonstrating that bacterial nucleoid-associated proteins, plant transcription factors, and mammalian chromatin regulators share a conserved charge-regulatory logic, mediated by PTM-dependent mechanisms that dynamically couple environmental signals with genome organization. Second, we integrate mechanistically related but frequently siloed disease pathways, including mitophagy dysfunction, oxidative stress signaling, neuroinflammation, and aberrant phase separation, into a unified framework linking IDP conformational dysregulation to neurodegeneration and cancer. Third, we highlight underexplored regulatory dimensions of IDP biology, including proline isomerization and ubiquitylation-driven condensate formation, that influence conformational ensembles and signaling outputs in ways not captured by conventional structural approaches. Finally, we critically evaluate recent advances in AI-assisted disorder prediction and hybrid experimental-computational ensemble characterization, emphasizing both their transformative potential and current limitations. Dysregulation of IDPs underlies a broad spectrum of human pathologies, and we discuss the emerging opportunities and persistent challenges in targeting these conformationally dynamic proteins therapeutically, including through PROTAC-based degraders, condensate modulators, and ensemble-based drug screening strategies."
